record_id,date,day_of_week,warehouse_id,warehouse_name,city,zone,product_id,product_name,category,subcategory,brand,unit_price_inr,cost_price_inr,opening_stock,units_sold,units_returned,return_reason,damaged_units,closing_stock,reorder_level,max_capacity,restock_quantity,availability_status,storage_type,shelf_life_days,expiry_date,supplier_name,delivery_time_mins,customer_rating,revenue_inr,profit_inr
7159,2026-07-15,Wednesday,WH003,Mumbai Andheri Dark Store,Mumbai,West,P006,Maggi Noodles 70g,Instant Food,Noodles,Nestle,14,11,17,2,0,Not Returned,0,15,15,100,0,Low Stock,Dry Storage,270,2027-04-11,FreshFarm Distributors,13.0,4.8,28,6
7160,2026-07-15,Wednesday,WH003,Mumbai Andheri Dark Store,Mumbai,West,P008,Lays Classic 52g,Snacks,Chips,Lays,20,16,26,8,0,Not Returned,1,18,15,100,0,In Stock,Dry Storage,150,2026-12-12,Reliance Retail Wholesale,12.7,4.3,160,32
7161,2026-07-15,Wednesday,WH003,Mumbai Andheri Dark Store,Mumbai,West,P011,Real Fruit Juice 1L,Beverages,Juice,Real,110,92,145,6,0,Not Returned,2,139,22,150,0,In Stock,Dry Storage,180,2027-01-11,ITC Supply Chain,12.9,4.1,660,108
7162,2026-07-15,Wednesday,WH003,Mumbai Andheri Dark Store,Mumbai,West,P017,Parle-G Biscuit 200g,Bakery,Biscuits,Parle,25,19,120,79,1,Not Returned,0,42,22,150,0,In Stock,Dry Storage,210,2027-02-10,Local Vendor Network,9.1,3.7,1975,474
7163,2026-07-15,Wednesday,WH003,Mumbai Andheri Dark Store,Mumbai,West,P012,Nescafe Classic Coffee 50g,Beverages,Coffee,Nescafe,175,152,92,36,3,Customer Changed Mind,4,59,45,300,0,In Stock,Dry Storage,365,2027-07-15,HUL Direct Distribution,6.9,3.8,6300,828
7164,2026-07-15,Wednesday,WH003,Mumbai Andheri Dark Store,Mumbai,West,P013,Haldiram Bhujia 200g,Snacks,Namkeen,Haldiram,65,54,55,45,3,Quality Issue,0,13,22,150,0,Low Stock,Dry Storage,120,2026-11-12,Metro Cash Carry,8.2,4.9,2925,495
7165,2026-07-15,Wednesday,WH003,Mumbai Andheri Dark Store,Mumbai,West,P018,Mother Dairy Curd 400g,Dairy,Curd,Mother Dairy,40,33,22,7,0,Not Returned,1,15,45,300,20,Low Stock,Cold Storage,7,2026-07-22,National FMCG Supplies,16.6,4.4,280,49
7166,2026-07-15,Wednesday,WH003,Mumbai Andheri Dark Store,Mumbai,West,P024,Pedigree Dog Food 1kg,Pet Care,Pet Food,Pedigree,240,205,56,9,1,Customer Changed Mind,1,48,45,300,0,In Stock,Dry Storage,365,2027-07-15,Local Vendor Network,12.6,4.4,2160,315
7167,2026-07-15,Wednesday,WH003,Mumbai Andheri Dark Store,Mumbai,West,P019,Fresh Onion 1kg,Fruits & Vegetables,Vegetables,Local Farm,35,24,124,72,3,Not Returned,3,55,45,300,0,In Stock,Cold Storage,15,2026-07-30,Local Vendor Network,11.6,3.5,2520,792
7168,2026-07-15,Wednesday,WH003,Mumbai Andheri Dark Store,Mumbai,West,P009,Fortune Sunflower Oil 1L,Grocery,Cooking Oil,Fortune,165,148,118,11,0,Not Returned,2,107,30,200,0,In Stock,Dry Storage,365,2027-07-15,Amul Cooperative,12.6,3.6,1815,187
7169,2026-07-15,Wednesday,WH003,Mumbai Andheri Dark Store,Mumbai,West,P014,Surf Excel 1kg,Household,Detergent,Surf Excel,135,112,21,2,0,Not Returned,0,19,22,150,20,Low Stock,Dry Storage,730,2028-07-14,Metro Cash Carry,15.3,3.9,270,46
7170,2026-07-15,Wednesday,WH004,Delhi Dwarka Dark Store,Delhi,North,P002,Amul Butter 500g,Dairy,Butter,Amul,275,245,74,32,0,Not Returned,1,42,30,200,0,In Stock,Cold Storage,180,2027-01-11,Reliance Retail Wholesale,16.6,4.9,8800,960
7171,2026-07-15,Wednesday,WH004,Delhi Dwarka Dark Store,Delhi,North,P023,Amul Ice Cream 700ml,Frozen Food,Ice Cream,Amul,210,178,144,53,0,Not Returned,0,91,22,150,0,In Stock,Frozen,180,2027-01-11,National FMCG Supplies,14.4,4.7,11130,1696
7172,2026-07-15,Wednesday,WH004,Delhi Dwarka Dark Store,Delhi,North,P013,Haldiram Bhujia 200g,Snacks,Namkeen,Haldiram,65,54,37,10,1,Not Returned,1,28,30,200,80,Low Stock,Dry Storage,120,2026-11-12,FreshFarm Distributors,12.6,3.8,650,110
7173,2026-07-15,Wednesday,WH004,Delhi Dwarka Dark Store,Delhi,North,P021,Banana Robusta 1 Dozen,Fruits & Vegetables,Fruits,Local Farm,55,38,59,40,0,Not Returned,1,19,15,100,0,In Stock,Cold Storage,6,2026-07-21,Metro Cash Carry,11.9,4.9,2200,680
7174,2026-07-15,Wednesday,WH004,Delhi Dwarka Dark Store,Delhi,North,P011,Real Fruit Juice 1L,Beverages,Juice,Real,110,92,113,50,3,Not Returned,2,66,22,150,0,In Stock,Dry Storage,180,2027-01-11,Reliance Retail Wholesale,14.7,3.6,5500,900
7175,2026-07-15,Wednesday,WH004,Delhi Dwarka Dark Store,Delhi,North,P020,Fresh Tomato 1kg,Fruits & Vegetables,Vegetables,Local Farm,40,26,40,29,0,Not Returned,1,11,30,200,30,Low Stock,Cold Storage,10,2026-07-25,FreshFarm Distributors,13.0,3.6,1160,406
7176,2026-07-15,Wednesday,WH004,Delhi Dwarka Dark Store,Delhi,North,P003,Britannia Brown Bread,Bakery,Bread,Britannia,45,36,228,69,2,Wrong Item Delivered,3,161,45,300,0,In Stock,Dry Storage,4,2026-07-19,HUL Direct Distribution,9.0,4.6,3105,621
7177,2026-07-15,Wednesday,WH004,Delhi Dwarka Dark Store,Delhi,North,P025,Huggies Diapers Medium 34pc,Baby Care,Diapers,Huggies,599,510,7,3,0,Not Returned,0,4,15,100,0,Low Stock,Dry Storage,1095,2029-07-14,Local Vendor Network,8.2,3.6,1797,267
7178,2026-07-15,Wednesday,WH004,Delhi Dwarka Dark Store,Delhi,North,P001,Amul Toned Milk 1L,Dairy,Milk,Amul,62,54,10,0,0,Not Returned,0,10,22,150,0,Low Stock,Cold Storage,5,2026-07-20,FreshFarm Distributors,16.1,4.5,0,0
7179,2026-07-15,Wednesday,WH004,Delhi Dwarka Dark Store,Delhi,North,P009,Fortune Sunflower Oil 1L,Grocery,Cooking Oil,Fortune,165,148,85,54,3,Expired Product,0,34,15,100,0,In Stock,Dry Storage,365,2027-07-15,Metro Cash Carry,10.9,3.9,8910,918
7180,2026-07-15,Wednesday,WH004,Delhi Dwarka Dark Store,Delhi,North,P014,Surf Excel 1kg,Household,Detergent,Surf Excel,135,112,131,54,1,Not Returned,1,78,30,200,0,In Stock,Dry Storage,730,2028-07-14,HUL Direct Distribution,12.0,4.9,7290,1242
7181,2026-07-15,Wednesday,WH004,Delhi Dwarka Dark Store,Delhi,North,P005,Aashirvaad Atta 5kg,Grocery,Atta,Aashirvaad,289,255,226,42,2,Wrong Item Delivered,2,186,37,250,0,In Stock,Dry Storage,120,2026-11-12,ITC Supply Chain,10.3,4.3,12138,1428
7182,2026-07-15,Wednesday,WH004,Delhi Dwarka Dark Store,Delhi,North,P004,Tata Salt 1kg,Grocery,Salt,Tata,28,22,141,52,3,Damaged Packaging,2,92,30,200,0,In Stock,Dry Storage,730,2028-07-14,HUL Direct Distribution,10.3,3.8,1456,312
7183,2026-07-15,Wednesday,WH004,Delhi Dwarka Dark Store,Delhi,North,P007,Coca-Cola 750ml,Beverages,Soft Drinks,Coca-Cola,40,32,141,39,0,Not Returned,1,102,22,150,0,In Stock,Dry Storage,270,2027-04-11,HUL Direct Distribution,11.3,4.0,1560,312
7184,2026-07-15,Wednesday,WH004,Delhi Dwarka Dark Store,Delhi,North,P015,Colgate Toothpaste 150g,Personal Care,Oral Care,Colgate,95,78,30,9,0,Not Returned,0,21,15,100,0,In Stock,Dry Storage,730,2028-07-14,Amul Cooperative,13.5,4.2,855,153
7185,2026-07-15,Wednesday,WH004,Delhi Dwarka Dark Store,Delhi,North,P024,Pedigree Dog Food 1kg,Pet Care,Pet Food,Pedigree,240,205,163,27,2,Expired Product,4,138,37,250,0,In Stock,Dry Storage,365,2027-07-15,Metro Cash Carry,7.2,4.5,6480,945
7186,2026-07-15,Wednesday,WH004,Delhi Dwarka Dark Store,Delhi,North,P012,Nescafe Classic Coffee 50g,Beverages,Coffee,Nescafe,175,152,96,45,3,Not Returned,0,54,30,200,0,In Stock,Dry Storage,365,2027-07-15,ITC Supply Chain,11.0,4.8,7875,1035
7187,2026-07-15,Wednesday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P010,Cadbury Dairy Milk 55g,Snacks,Chocolate,Cadbury,50,41,184,74,5,Customer Changed Mind,2,115,45,300,0,In Stock,Dry Storage,240,2027-03-12,Local Vendor Network,16.2,4.5,3700,666
7188,2026-07-15,Wednesday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P003,Britannia Brown Bread,Bakery,Bread,Britannia,45,36,3,0,0,Not Returned,0,3,37,250,80,Low Stock,Dry Storage,4,2026-07-19,Reliance Retail Wholesale,12.5,3.7,0,0
7189,2026-07-15,Wednesday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P011,Real Fruit Juice 1L,Beverages,Juice,Real,110,92,114,40,0,Not Returned,2,74,22,150,0,In Stock,Dry Storage,180,2027-01-11,Metro Cash Carry,16.0,4.7,4400,720
7190,2026-07-15,Wednesday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P025,Huggies Diapers Medium 34pc,Baby Care,Diapers,Huggies,599,510,145,50,1,Not Returned,2,96,22,150,0,In Stock,Dry Storage,1095,2029-07-14,Amul Cooperative,6.0,4.2,29950,4450
7191,2026-07-15,Wednesday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P014,Surf Excel 1kg,Household,Detergent,Surf Excel,135,112,131,17,0,Not Returned,1,114,45,300,0,In Stock,Dry Storage,730,2028-07-14,National FMCG Supplies,9.4,3.6,2295,391
7192,2026-07-15,Wednesday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P007,Coca-Cola 750ml,Beverages,Soft Drinks,Coca-Cola,40,32,72,20,0,Not Returned,1,52,15,100,0,In Stock,Dry Storage,270,2027-04-11,Metro Cash Carry,12.3,4.4,800,160
7193,2026-07-15,Wednesday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P023,Amul Ice Cream 700ml,Frozen Food,Ice Cream,Amul,210,178,83,11,0,Not Returned,1,72,22,150,0,In Stock,Frozen,180,2027-01-11,Amul Cooperative,6.0,4.3,2310,352
7194,2026-07-15,Wednesday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P004,Tata Salt 1kg,Grocery,Salt,Tata,28,22,90,61,5,Quality Issue,0,34,30,200,0,In Stock,Dry Storage,730,2028-07-14,Local Vendor Network,11.7,3.5,1708,366
7195,2026-07-15,Wednesday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P015,Colgate Toothpaste 150g,Personal Care,Oral Care,Colgate,95,78,116,16,0,Not Returned,1,100,22,150,0,In Stock,Dry Storage,730,2028-07-14,Reliance Retail Wholesale,13.0,4.2,1520,272
7196,2026-07-15,Wednesday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P019,Fresh Onion 1kg,Fruits & Vegetables,Vegetables,Local Farm,35,24,101,52,1,Damaged Packaging,0,50,37,250,0,In Stock,Cold Storage,15,2026-07-30,Amul Cooperative,16.0,4.1,1820,572
7197,2026-07-15,Wednesday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P008,Lays Classic 52g,Snacks,Chips,Lays,20,16,36,9,0,Not Returned,0,27,15,100,0,In Stock,Dry Storage,150,2026-12-12,ITC Supply Chain,12.2,3.9,180,36
7198,2026-07-15,Wednesday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P018,Mother Dairy Curd 400g,Dairy,Curd,Mother Dairy,40,33,54,3,0,Not Returned,2,51,30,200,0,In Stock,Cold Storage,7,2026-07-22,Metro Cash Carry,15.4,3.5,120,21
7199,2026-07-15,Wednesday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P006,Maggi Noodles 70g,Instant Food,Noodles,Nestle,14,11,241,5,0,Not Returned,2,236,45,300,0,In Stock,Dry Storage,270,2027-04-11,National FMCG Supplies,7.4,4.9,70,15
7200,2026-07-15,Wednesday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P002,Amul Butter 500g,Dairy,Butter,Amul,275,245,124,19,1,Expired Product,3,106,22,150,0,In Stock,Cold Storage,180,2027-01-11,Metro Cash Carry,12.7,4.0,5225,570
7201,2026-07-15,Wednesday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P009,Fortune Sunflower Oil 1L,Grocery,Cooking Oil,Fortune,165,148,2,2,0,Not Returned,0,0,15,100,80,Out of Stock,Dry Storage,365,2027-07-15,Reliance Retail Wholesale,12.0,3.6,330,34
7202,2026-07-15,Wednesday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P013,Haldiram Bhujia 200g,Snacks,Namkeen,Haldiram,65,54,163,19,2,Wrong Item Delivered,1,146,30,200,0,In Stock,Dry Storage,120,2026-11-12,Reliance Retail Wholesale,10.4,5.0,1235,209
7203,2026-07-15,Wednesday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P012,Nescafe Classic Coffee 50g,Beverages,Coffee,Nescafe,175,152,78,21,1,Quality Issue,1,58,45,300,0,In Stock,Dry Storage,365,2027-07-15,Local Vendor Network,11.0,4.6,3675,483
7204,2026-07-15,Wednesday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P017,Parle-G Biscuit 200g,Bakery,Biscuits,Parle,25,19,11,11,1,Not Returned,0,1,15,100,50,Low Stock,Dry Storage,210,2027-02-10,Amul Cooperative,10.3,4.1,275,66
7205,2026-07-15,Wednesday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P021,Banana Robusta 1 Dozen,Fruits & Vegetables,Fruits,Local Farm,55,38,201,17,0,Not Returned,0,184,45,300,0,In Stock,Cold Storage,6,2026-07-21,Amul Cooperative,15.0,4.0,935,289
7206,2026-07-15,Wednesday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P005,Aashirvaad Atta 5kg,Grocery,Atta,Aashirvaad,289,255,58,51,2,Customer Changed Mind,2,9,15,100,50,Low Stock,Dry Storage,120,2026-11-12,Local Vendor Network,10.2,3.5,14739,1734
7207,2026-07-15,Wednesday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P020,Fresh Tomato 1kg,Fruits & Vegetables,Vegetables,Local Farm,40,26,13,8,0,Not Returned,0,5,22,150,20,Low Stock,Cold Storage,10,2026-07-25,Reliance Retail Wholesale,13.4,4.6,320,112
7208,2026-07-15,Wednesday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P024,Pedigree Dog Food 1kg,Pet Care,Pet Food,Pedigree,240,205,192,63,0,Not Returned,2,129,30,200,0,In Stock,Dry Storage,365,2027-07-15,ITC Supply Chain,13.9,4.7,15120,2205
7209,2026-07-15,Wednesday,WH005,Bangalore Koramangala Dark Store,Bangalore,South,P022,McCain French Fries 420g,Frozen Food,Frozen Snacks,McCain,149,125,175,79,1,Damaged Packaging,0,97,37,250,0,In Stock,Frozen,365,2027-07-15,FreshFarm Distributors,12.8,4.1,11771,1896
7210,2026-07-15,Wednesday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P017,Parle-G Biscuit 200g,Bakery,Biscuits,Parle,25,19,167,42,4,Quality Issue,3,129,45,300,0,In Stock,Dry Storage,210,2027-02-10,Metro Cash Carry,13.6,5.0,1050,252
7211,2026-07-15,Wednesday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P005,Aashirvaad Atta 5kg,Grocery,Atta,Aashirvaad,289,255,162,54,4,Expired Product,1,112,30,200,0,In Stock,Dry Storage,120,2026-11-12,HUL Direct Distribution,13.3,4.7,15606,1836
7212,2026-07-15,Wednesday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P010,Cadbury Dairy Milk 55g,Snacks,Chocolate,Cadbury,50,41,96,48,3,Quality Issue,0,51,22,150,0,In Stock,Dry Storage,240,2027-03-12,Metro Cash Carry,14.5,3.9,2400,432
7213,2026-07-15,Wednesday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P023,Amul Ice Cream 700ml,Frozen Food,Ice Cream,Amul,210,178,36,20,0,Not Returned,1,16,22,150,20,Low Stock,Frozen,180,2027-01-11,Metro Cash Carry,10.9,4.4,4200,640
7214,2026-07-15,Wednesday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P013,Haldiram Bhujia 200g,Snacks,Namkeen,Haldiram,65,54,62,40,3,Wrong Item Delivered,0,25,37,250,50,Low Stock,Dry Storage,120,2026-11-12,ITC Supply Chain,15.1,3.6,2600,440
7215,2026-07-15,Wednesday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P014,Surf Excel 1kg,Household,Detergent,Surf Excel,135,112,84,60,2,Damaged Packaging,2,26,45,300,50,Low Stock,Dry Storage,730,2028-07-14,Amul Cooperative,9.3,3.6,8100,1380
7216,2026-07-15,Wednesday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P021,Banana Robusta 1 Dozen,Fruits & Vegetables,Fruits,Local Farm,55,38,45,12,1,Not Returned,1,34,37,250,50,Low Stock,Cold Storage,6,2026-07-21,Reliance Retail Wholesale,14.6,4.5,660,204
7217,2026-07-15,Wednesday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P019,Fresh Onion 1kg,Fruits & Vegetables,Vegetables,Local Farm,35,24,163,32,1,Customer Changed Mind,0,132,30,200,0,In Stock,Cold Storage,15,2026-07-30,ITC Supply Chain,10.3,3.8,1120,352
7218,2026-07-15,Wednesday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P022,McCain French Fries 420g,Frozen Food,Frozen Snacks,McCain,149,125,26,1,0,Not Returned,2,25,37,250,0,Low Stock,Frozen,365,2027-07-15,National FMCG Supplies,12.4,4.5,149,24
7219,2026-07-15,Wednesday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P008,Lays Classic 52g,Snacks,Chips,Lays,20,16,153,49,2,Damaged Packaging,1,106,30,200,0,In Stock,Dry Storage,150,2026-12-12,FreshFarm Distributors,7.6,4.8,980,196
7220,2026-07-15,Wednesday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P007,Coca-Cola 750ml,Beverages,Soft Drinks,Coca-Cola,40,32,222,65,1,Customer Changed Mind,2,158,37,250,0,In Stock,Dry Storage,270,2027-04-11,Metro Cash Carry,11.8,4.3,2600,520
7221,2026-07-15,Wednesday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P011,Real Fruit Juice 1L,Beverages,Juice,Real,110,92,281,49,2,Not Returned,2,234,45,300,0,In Stock,Dry Storage,180,2027-01-11,HUL Direct Distribution,10.5,4.6,5390,882
7222,2026-07-15,Wednesday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P001,Amul Toned Milk 1L,Dairy,Milk,Amul,62,54,86,34,2,Wrong Item Delivered,0,54,45,300,0,In Stock,Cold Storage,5,2026-07-20,Amul Cooperative,14.1,4.4,2108,272
7223,2026-07-15,Wednesday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P020,Fresh Tomato 1kg,Fruits & Vegetables,Vegetables,Local Farm,40,26,96,31,1,Not Returned,2,66,15,100,0,In Stock,Cold Storage,10,2026-07-25,Local Vendor Network,10.3,5.0,1240,434
7224,2026-07-15,Wednesday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P025,Huggies Diapers Medium 34pc,Baby Care,Diapers,Huggies,599,510,66,54,0,Not Returned,1,12,15,100,30,Low Stock,Dry Storage,1095,2029-07-14,Local Vendor Network,9.6,4.4,32346,4806
7225,2026-07-15,Wednesday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P024,Pedigree Dog Food 1kg,Pet Care,Pet Food,Pedigree,240,205,204,11,1,Expired Product,1,194,37,250,0,In Stock,Dry Storage,365,2027-07-15,Amul Cooperative,9.9,3.6,2640,385
7226,2026-07-15,Wednesday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P004,Tata Salt 1kg,Grocery,Salt,Tata,28,22,12,8,0,Not Returned,0,4,30,200,30,Low Stock,Dry Storage,730,2028-07-14,Reliance Retail Wholesale,6.6,4.4,224,48
7227,2026-07-15,Wednesday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P015,Colgate Toothpaste 150g,Personal Care,Oral Care,Colgate,95,78,25,17,0,Not Returned,0,8,22,150,0,Low Stock,Dry Storage,730,2028-07-14,FreshFarm Distributors,7.9,4.1,1615,289
7228,2026-07-15,Wednesday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P012,Nescafe Classic Coffee 50g,Beverages,Coffee,Nescafe,175,152,50,37,0,Not Returned,1,13,15,100,50,Low Stock,Dry Storage,365,2027-07-15,Reliance Retail Wholesale,9.1,3.7,6475,851
7229,2026-07-15,Wednesday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P002,Amul Butter 500g,Dairy,Butter,Amul,275,245,120,53,5,Quality Issue,0,72,30,200,0,In Stock,Cold Storage,180,2027-01-11,National FMCG Supplies,12.8,3.7,14575,1590
7230,2026-07-15,Wednesday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P003,Britannia Brown Bread,Bakery,Bread,Britannia,45,36,52,31,0,Not Returned,0,21,22,150,20,Low Stock,Dry Storage,4,2026-07-19,Reliance Retail Wholesale,11.8,3.9,1395,279
7231,2026-07-15,Wednesday,WH006,Hyderabad Gachibowli Dark Store,Hyderabad,South,P018,Mother Dairy Curd 400g,Dairy,Curd,Mother Dairy,40,33,282,0,0,Not Returned,2,282,45,300,0,In Stock,Cold Storage,7,2026-07-22,National FMCG Supplies,9.7,4.1,0,0
7232,2026-07-15,Wednesday,WH007,Chennai Velachery Dark Store,Chennai,South,P006,Maggi Noodles 70g,Instant Food,Noodles,Nestle,14,11,37,0,0,Not Returned,0,37,15,100,0,In Stock,Dry Storage,270,2027-04-11,Metro Cash Carry,11.2,4.4,0,0
7233,2026-07-15,Wednesday,WH007,Chennai Velachery Dark Store,Chennai,South,P025,Huggies Diapers Medium 34pc,Baby Care,Diapers,Huggies,599,510,21,15,3,Damaged Packaging,0,9,15,100,0,Low Stock,Dry Storage,1095,2029-07-14,Reliance Retail Wholesale,6.0,4.7,8985,1335
7234,2026-07-15,Wednesday,WH007,Chennai Velachery Dark Store,Chennai,South,P001,Amul Toned Milk 1L,Dairy,Milk,Amul,62,54,70,54,0,Not Returned,2,16,15,100,0,In Stock,Cold Storage,5,2026-07-20,HUL Direct Distribution,7.8,4.1,3348,432
7235,2026-07-15,Wednesday,WH007,Chennai Velachery Dark Store,Chennai,South,P003,Britannia Brown Bread,Bakery,Bread,Britannia,45,36,8,1,0,Not Returned,1,7,22,150,0,Low Stock,Dry Storage,4,2026-07-19,Local Vendor Network,11.5,3.5,45,9
7236,2026-07-15,Wednesday,WH007,Chennai Velachery Dark Store,Chennai,South,P013,Haldiram Bhujia 200g,Snacks,Namkeen,Haldiram,65,54,9,3,0,Not Returned,0,6,45,300,0,Low Stock,Dry Storage,120,2026-11-12,HUL Direct Distribution,12.7,4.1,195,33
7237,2026-07-15,Wednesday,WH007,Chennai Velachery Dark Store,Chennai,South,P007,Coca-Cola 750ml,Beverages,Soft Drinks,Coca-Cola,40,32,162,40,0,Not Returned,2,122,37,250,0,In Stock,Dry Storage,270,2027-04-11,ITC Supply Chain,8.4,4.9,1600,320
7238,2026-07-15,Wednesday,WH007,Chennai Velachery Dark Store,Chennai,South,P004,Tata Salt 1kg,Grocery,Salt,Tata,28,22,7,0,0,Not Returned,0,7,45,300,50,Low Stock,Dry Storage,730,2028-07-14,FreshFarm Distributors,13.8,3.6,0,0
7239,2026-07-15,Wednesday,WH007,Chennai Velachery Dark Store,Chennai,South,P017,Parle-G Biscuit 200g,Bakery,Biscuits,Parle,25,19,83,74,3,Not Returned,2,12,15,100,80,Low Stock,Dry Storage,210,2027-02-10,National FMCG Supplies,16.6,4.2,1850,444
7240,2026-07-15,Wednesday,WH007,Chennai Velachery Dark Store,Chennai,South,P012,Nescafe Classic Coffee 50g,Beverages,Coffee,Nescafe,175,152,96,43,5,Expired Product,0,58,37,250,0,In Stock,Dry Storage,365,2027-07-15,Metro Cash Carry,16.9,4.4,7525,989
7241,2026-07-15,Wednesday,WH007,Chennai Velachery Dark Store,Chennai,South,P024,Pedigree Dog Food 1kg,Pet Care,Pet Food,Pedigree,240,205,79,67,1,Expired Product,1,13,30,200,0,Low Stock,Dry Storage,365,2027-07-15,Reliance Retail Wholesale,8.9,4.1,16080,2345
7242,2026-07-15,Wednesday,WH007,Chennai Velachery Dark Store,Chennai,South,P023,Amul Ice Cream 700ml,Frozen Food,Ice Cream,Amul,210,178,246,14,2,Wrong Item Delivered,3,234,45,300,0,In Stock,Frozen,180,2027-01-11,National FMCG Supplies,13.4,4.4,2940,448
7243,2026-07-15,Wednesday,WH007,Chennai Velachery Dark Store,Chennai,South,P015,Colgate Toothpaste 150g,Personal Care,Oral Care,Colgate,95,78,72,63,1,Wrong Item Delivered,0,10,30,200,20,Low Stock,Dry Storage,730,2028-07-14,National FMCG Supplies,12.9,3.9,5985,1071
7244,2026-07-15,Wednesday,WH007,Chennai Velachery Dark Store,Chennai,South,P011,Real Fruit Juice 1L,Beverages,Juice,Real,110,92,59,40,2,Damaged Packaging,0,21,15,100,0,In Stock,Dry Storage,180,2027-01-11,HUL Direct Distribution,12.6,3.5,4400,720
7245,2026-07-15,Wednesday,WH007,Chennai Velachery Dark Store,Chennai,South,P022,McCain French Fries 420g,Frozen Food,Frozen Snacks,McCain,149,125,17,15,1,Expired Product,0,3,15,100,30,Low Stock,Frozen,365,2027-07-15,Metro Cash Carry,11.6,4.2,2235,360
7246,2026-07-15,Wednesday,WH007,Chennai Velachery Dark Store,Chennai,South,P019,Fresh Onion 1kg,Fruits & Vegetables,Vegetables,Local Farm,35,24,32,3,0,Not Returned,0,29,15,100,0,In Stock,Cold Storage,15,2026-07-30,FreshFarm Distributors,9.9,4.6,105,33
7247,2026-07-15,Wednesday,WH007,Chennai Velachery Dark Store,Chennai,South,P010,Cadbury Dairy Milk 55g,Snacks,Chocolate,Cadbury,50,41,121,66,2,Damaged Packaging,0,57,45,300,0,In Stock,Dry Storage,240,2027-03-12,Reliance Retail Wholesale,7.2,4.7,3300,594
7248,2026-07-15,Wednesday,WH007,Chennai Velachery Dark Store,Chennai,South,P002,Amul Butter 500g,Dairy,Butter,Amul,275,245,160,72,3,Not Returned,1,91,30,200,0,In Stock,Cold Storage,180,2027-01-11,National FMCG Supplies,12.3,4.4,19800,2160
7249,2026-07-15,Wednesday,WH007,Chennai Velachery Dark Store,Chennai,South,P016,Dove Soap 100g,Personal Care,Bath,Dove,55,45,52,10,2,Damaged Packaging,0,44,22,150,0,In Stock,Dry Storage,730,2028-07-14,ITC Supply Chain,9.6,4.4,550,100
